,adr
174,38.15792822456189
175,38.15792822456189
176,38.15792822456189
177,126.66433876305678
178,154.6225912568361
179,84.35865136394435
180,104.85747054255549
181,89.48192127716368
182,72.46656271235204
183,85.76508265220632
184,85.65051134187665
185,38.15792822456189
186,56.63448820941958
187,43.07086893189721
188,104.85747054255549
189,77.00545518893146
190,68.90760946124892
191,61.302035788139996
192,61.302035788139996
193,52.84405547299619
194,49.79969194791904
195,56.87674693587525
196,70.58235162690623
197,55.034706224910124
198,93.16750474616242
199,76.99202780568334
200,46.58199436424405
201,119.49450461874477
202,121.00405345748625
203,86.00939483761198
204,121.72499085344094
205,145.9557102448619
206,144.15373858280628
207,120.099403507573
208,126.5631811315186
209,80.82560971109696
210,145.9557102448619
211,74.14050369057517
212,36.81499937246966
213,53.70461938542998
214,64.66825847274725
215,84.76624009791743
216,99.7230961673032
217,86.13833137463062
218,81.88886585393611
219,84.1647550443584
220,66.30847803323324
221,68.98052102856221
222,84.76624009791743
223,50.24209816046027
224,50.24209816046027
225,145.26233412514512
226,61.16551539352801
227,123.39560050905351
228,83.89815498212111
229,77.33671823886736
230,84.76624009791743
231,71.20376299566644
232,95.50392493350718
233,86.39307508689716
234,90.87946398377221
235,108.61754320955293
236,122.63981895862618
237,95.79871954910274
238,98.46445813620102
239,96.76841095146486
240,80.72165970817142
241,81.40012560461896
242,46.410634579476444
243,24.600634585799774
244,24.9105574754823
245,108.23962482166911
246,93.67202634485606
247,71.18064314101402
248,110.95455974486981
249,77.55677217476224
250,87.76452111791068
251,84.76624009791743
252,84.76624009791743
253,64.7281832171395
254,84.76624009791743
255,72.31349864274296
256,84.76624009791743
257,84.76624009791743
258,72.31349864274296
259,97.91644183839941
260,63.890786480326426
261,89.3494946707953
262,67.31736671797043
263,122.94608386257562
264,112.79707544904949
265,107.31398475863202
266,125.45741307957213
267,113.92212208395966
268,71.86864913586962
269,132.41630172078243
270,75.01079332382415
271,83.49045389099386
272,48.45374286090381
273,48.45374286090381
274,48.45374286090381
275,48.45374286090381
276,48.45374286090381
277,48.45374286090381
278,48.45374286090381
279,48.45374286090381
280,48.45374286090381
281,48.45374286090381
282,48.45374286090381
283,48.45374286090381
284,48.45374286090381
285,48.45374286090381
286,48.45374286090381
287,48.45374286090381
288,48.45374286090381
289,48.45374286090381
290,48.45374286090381
291,45.97234056358097
292,135.3627382822488
293,96.49033172017887
294,91.44859717409007
295,51.0015906412617
296,48.45374286090381
297,48.45374286090381
298,73.11725897532298
299,139.5250544885571
300,96.82697509915599
301,74.05703991863355
302,42.565624877700685
303,42.565624877700685
304,42.565624877700685
305,42.565624877700685
306,42.565624877700685
307,54.46938624256181
308,37.78891933159145
309,37.78891933159145
310,102.84364160464511
311,48.45374286090381
312,65.48105630715358
313,122.41243587580811
314,124.75640485576045
315,53.8138506977393
316,106.55512450872764
317,106.17678167832878
318,102.75938337590247
319,69.84170122727231
320,101.87894698647811
321,38.516673926785664
322,78.25862726017954
323,73.11725897532298
324,84.98074220718085
325,78.25862726017954
326,48.45374286090381
327,76.33941703706499
328,144.0498491953244
329,134.4195185136922
330,110.30753965981421
331,88.38369514267139
332,139.92199735155094
333,112.33484848842255
334,92.67087053478483
335,45.795450638762375
336,76.50587730357731
337,101.9626091313595
338,84.34599452410131
339,89.92657279143246
340,79.58411737575014
341,73.16217955752514
342,70.38918780333128
343,68.43189851506024
344,106.92116461529483
345,79.37618611659803
346,97.73651378014276
347,93.6501053208152
348,107.14431134046066
349,102.39518344072701
350,126.8240418178353
351,109.05419726811675
352,125.06339753013626
353,75.19317347704241
354,101.75597138152463
355,109.13347428205495
356,72.5361202514741
357,89.60601994800221
358,104.81559374640716
359,55.712572311714865
360,78.48020941796041
361,112.38805800245001
362,129.28263173224622
363,123.5197013301512
364,123.69355183127297
365,102.75221819243775
366,99.59936994319557
367,91.92594054577216
368,42.77928664396333
369,94.64989213191649
370,50.41237712242297
371,90.32485664992532
372,81.40593861541149
373,80.99038997147758
374,78.64094621631551
375,74.144782413618
376,109.43323138621034
377,99.0341328188846
378,135.26617849317253
379,84.94824308548692
380,127.69906680369024
381,82.16176997897354
382,82.49988685630326
383,50.147153438865885
384,51.163992106339606
385,57.350570068907544
386,94.33917280434468
387,110.85022657341062
388,91.7885743177568
389,104.46953731985448
390,123.85490736335277
391,148.00688957310246
392,116.4674530912686
393,123.85490736335277
394,121.54351834280338
395,80.60282697138254
396,96.9889820197528
397,94.92873648145925
398,91.05656304877031
399,119.4584601495665
400,123.20157052130591
401,61.96008133502068
402,49.18365099724209
403,95.86390715342114
404,125.30581111210427
405,86.23135959703022
406,73.22131833983865
407,99.79129164696322
408,68.97638983923413
409,67.75174921767803
410,107.1383277269934
411,132.25104129287084
412,154.24839659666293
413,76.96249176886656
414,80.34689598313086
415,84.18358072300443
416,60.39336051943318
417,146.62211089746506
418,64.85207853740528
419,104.90131197787271
420,84.53240666296908
421,39.66385701406541
422,92.92261157791089
423,137.40625236021236
424,92.58687195524072
425,95.77019115542079
426,91.93613149221989
427,137.8199745961539
428,105.15493415412527
429,77.50085795442935
430,85.8793837822254
431,87.59135401953796
432,114.64407394846808
433,46.552685495589444
434,46.552685495589444
435,46.552685495589444
436,46.552685495589444
437,46.552685495589444
438,46.552685495589444
439,46.552685495589444
440,46.552685495589444
441,46.552685495589444
442,46.552685495589444
443,46.552685495589444
444,106.1626094960693
445,46.552685495589444
446,46.552685495589444
447,46.552685495589444
448,46.552685495589444
449,46.552685495589444
450,46.552685495589444
451,46.552685495589444
452,46.552685495589444
453,93.58999789366685
454,36.50249275379881
455,156.14768900718687
456,63.94944305440998
457,46.552685495589444
458,104.90131197787271
459,75.03752295368923
460,75.05081111842965
461,105.6352683574794
462,102.35517995974485
463,66.91122950846548
464,119.70641275014063
465,76.00697366784813
466,96.81313828034801
467,162.76175180324793
468,148.18409771908017
469,110.8762050981854
470,109.71208824108848
471,120.26792226559473
472,75.89928480267224
473,72.46079256351638
474,145.78311091616945
475,100.87526467439915
476,75.70635206571552
477,133.3162631672962
478,100.26386709181348
479,94.32398968784923
480,53.78278158600207
481,70.17570523030409
482,107.58440935723935
483,70.47610618152089
484,60.598503737137534
485,34.30457304155809
486,47.547146003073294
487,82.28827229700897
488,82.26115245390812
489,85.6242069768343
490,82.02460681768818
491,72.53768967960195
492,83.32935837066793
493,72.82503979483617
494,57.10502715356641
495,64.77523782356513
496,49.12858088745109
497,57.35611533973219
498,134.8341946726493
499,65.03788712470849
500,8.33138363745826
501,59.64618106828084
502,48.60114815041385
503,86.57809047452398
504,46.55608432320848
505,79.6484198483702
506,54.304857024596004
507,54.304857024596004
508,82.02460681768818
509,53.668289743828325
510,142.02896360135134
511,57.03564487657598
512,141.8788988717467
513,81.176261210701
514,81.2410794099523
515,111.88973171011337
516,90.71266885829033
517,94.66484355153715
518,104.6718247032754
519,128.02246896657672
520,85.43125895988149
521,145.4250773592683
522,116.12161835046662
523,145.4250773592683
524,153.8464060442734
525,79.72952949808294
526,93.01407335760688
527,82.73726870447355
528,56.887538320753094
529,56.887538320753094
530,59.598408025114445
531,71.102836945108
532,92.30833194594291
533,76.95732252400684
534,77.2742816788458
535,79.26710213133235
536,53.70433046358916
537,30.72979545691944
538,91.6735235094381
539,77.04505905966737
540,85.43125895988149
541,93.67012181548849
542,85.84282588578846
543,80.87022365863709
544,47.2138053386948
545,111.60148681556716
546,113.99549478336368
547,37.02466084004037
548,76.66687646112005
549,65.77831710407216
550,25.780440310546723
551,27.97960898468198
552,86.15127512485235
553,96.80424034504696
554,113.47968842142788
555,69.34418406855221
556,27.97960898468198
557,27.97960898468198
558,27.97960898468198
559,97.08712045917711
560,27.97960898468198
561,27.97960898468198
562,27.97960898468198
563,27.97960898468198
564,27.97960898468198
565,25.780440310546723
566,25.780440310546723
567,27.97960898468198
568,25.780440310546723
569,60.26893689799332
570,44.84900671581778
571,93.79506797202622
572,102.23168009286776
573,89.89890400826346
574,147.14347780368558
575,60.73738429588974
576,105.2206700877733
577,65.89456522104707
578,80.21014022972614
579,74.88336141931134
580,76.57789496815388
581,68.02878914419455
582,68.02878914419455
583,63.203153649993986
584,61.945685622918816
585,125.40386295624667
586,25.780440310546723
587,102.64567760900691
588,25.780440310546723
589,87.36014314755461
590,38.411807560109736
591,25.780440310546723
592,91.72466049754145
593,94.85381042244146
594,25.780440310546723
595,25.780440310546723
596,81.62661194170707
597,70.9311004924788
598,72.40457822511343
599,25.780440310546723
600,25.780440310546723
601,25.780440310546723
602,25.780440310546723
603,22.295704096989375
604,21.607386114292673
605,25.780440310546723
606,25.780440310546723
607,21.607386114292673
608,25.780440310546723
609,38.411807560109736
610,38.12631074269504
611,38.12631074269504
612,50.04588445127014
613,38.12631074269504
614,113.07748917629999
615,85.43144906509615
616,36.816693553635254
617,36.816693553635254
618,38.12631074269504
619,38.12631074269504
620,38.12631074269504
621,38.12631074269504
622,38.12631074269504
623,38.12631074269504
624,36.816693553635254
625,38.12631074269504
626,125.91245137378904
627,127.70604012355713
628,38.12631074269504
629,38.12631074269504
630,75.42380515430654
631,38.12631074269504
632,38.12631074269504
633,38.12631074269504
634,38.12631074269504
635,38.12631074269504
636,36.816693553635254
637,36.816693553635254
638,36.816693553635254
639,50.04588445127014
640,38.12631074269504
641,81.47801188109008
642,107.72803548745723
643,60.616520104725474
644,60.616520104725474
645,77.42257196298428
646,84.70098567274594
647,92.15755493531324
648,65.59297507606088
649,59.269007436825575
650,57.1982129239052
651,70.87927753029861
652,51.232737768938776
653,36.816693553635254
654,44.77926739459929
655,36.816693553635254
656,36.816693553635254
657,36.816693553635254
658,36.816693553635254
659,36.816693553635254
660,36.816693553635254
661,36.816693553635254
662,36.816693553635254
663,51.66210575399012
664,36.816693553635254
665,36.816693553635254
666,36.816693553635254
667,36.816693553635254
668,36.816693553635254
669,100.76482223037729
670,38.12631074269504
671,56.56933988059127
672,104.16593461080902
673,100.00840995960696
674,114.91405496027028
675,78.58148861713526
676,82.6041155850636
677,55.21663812392508
678,58.11256225166285
679,66.11579775706464
680,114.445637406826
681,87.62008083187584
682,75.37448089907024
683,93.14615206567468
684,89.31422940860222
685,158.41647110697508
686,108.21362228498722
687,93.16382026780826
688,83.72884939649532
689,82.54172182926848
690,121.6071482207645
691,88.26364509919284
692,159.6199065996746
693,109.39380638660536
694,147.41461530086806
695,65.20332650541799
696,62.531311750424116
697,145.20058144187934
698,95.72728408861265
699,95.15614627865342
700,67.29033366965811
701,135.08034602238382
702,96.70242764631458
703,88.79023231328071
704,106.34830986050996
705,146.497792513276
706,143.06779174678718
707,83.3127265604718
708,107.74285914925053
709,88.79023231328071
710,88.86864631186833
711,107.25881586915216
712,87.77434519041584
713,103.50700444751385
714,95.72756211499457
715,63.59494149341973
716,144.1640966810084
717,79.98590289064396
718,64.65900438705279
719,90.11590434444281
720,94.36929599384777
721,94.36929599384777
722,126.86705724223441
723,110.59557622965573
724,119.45510629592468
725,162.42142455277795
726,126.75933403621352
727,142.50249157691363
728,88.91840203359904
729,117.72888843316098
730,91.87779440480077
731,96.15875497265691
732,121.38430987079202
733,90.95027049182491
734,86.99995838331719
735,72.86237760189977
736,86.79412819020195
737,89.78049504074814
738,91.44141453259782
739,156.0980684253986
740,72.86237760189977
741,81.28955107998499
742,110.21771041187775
743,116.1917969155236
744,107.24201600228398
745,81.28955107998499
746,115.11981563809077
747,110.21771041187775
748,110.21771041187775
749,110.21771041187775
750,110.21771041187775
751,104.69644870728206
752,86.71335522321988
753,110.21771041187775
754,133.93421848199714
755,110.21771041187775
756,110.21771041187775
757,110.21771041187775
758,94.64548623991323
759,110.21771041187775
760,110.21771041187775
761,110.21771041187775
762,110.21771041187775
763,106.60597145903739
764,110.21771041187775
765,110.21771041187775
766,116.32742043574481
767,104.69644870728206
768,110.21771041187775
769,110.21771041187775
770,133.93421848199714
771,116.1917969155236
772,110.21771041187775
773,49.8142299882817
774,49.8142299882817
775,49.8142299882817
776,110.21771041187775
777,49.8142299882817
778,49.8142299882817
779,49.8142299882817
780,49.8142299882817
781,49.8142299882817
782,49.8142299882817
783,110.21771041187775
784,107.24201600228398
785,110.21771041187775
786,110.21771041187775
787,110.21771041187775
788,110.21771041187775
789,107.24201600228398
790,110.21771041187775
791,49.8142299882817
792,101.14081349439508
793,130.75650256622885
794,60.33091937306643
795,128.89900211667316
796,84.39793116953457
797,133.10388111284502
798,133.0347083397419
799,134.1966775343172
800,75.90264438134355
801,116.65527900847803
802,102.12179860558072
803,123.63401862603502
804,125.37350641559428
805,81.56412635607252
806,96.97999870204494
807,108.59492511032809
808,76.3693097516215
809,94.1058616428811
810,100.97391398428509
811,95.76191480497855
812,83.1978668182558
813,96.58014183760287
814,145.64555233846073
815,102.31604633389698
816,97.70170616811592
817,92.87918664774685
818,92.87918664774685
819,102.65242487930969
820,92.87918664774685
821,92.87918664774685
822,146.54389124020116
823,75.02803186500657
824,95.87602033788345
825,66.42953852594086
826,94.1058616428811
827,94.1058616428811
828,94.1058616428811
829,127.30121334959543
830,79.21196211927882
831,88.54230801914008
832,156.9056727151931
833,99.29548479112849
834,123.05650542643761
835,146.3282285936849
836,111.43652006581118
837,119.01976522713193
838,90.12598987624779
839,98.61075633333225
840,120.53356283373742
841,119.71853335738368
842,110.28072242064508
843,92.87918664774685
844,110.70228980887612
845,84.97451014571628
846,88.65036196410782
847,110.77504669790623
848,86.58886409828155
849,100.46139056250607
850,142.72595736477626
851,118.10140578936833
852,125.79372566969003
853,140.37215423343537
854,80.00154636389817
855,121.72912218460073
856,110.32688305289075
857,135.93387257786156
858,122.04086660357464
859,114.08300894907066
860,82.25441422150986
861,165.47676064719914
862,107.92212820678489
863,59.06297054198376
864,73.02512384968023
865,153.28001038354057
866,55.86799779484872
867,55.86799779484872
868,55.86799779484872
869,55.86799779484872
870,55.86799779484872
871,55.86799779484872
872,55.86799779484872
873,135.3939463626489
874,132.90967008554492
875,82.84037891887839
876,153.56452306432934
877,68.99839422218449
878,80.99496096072859
879,55.86799779484872
880,60.03625520991643
881,55.86799779484872
882,55.86799779484872
883,55.86799779484872
884,105.81220247747822
885,119.22910167853207
886,88.93940327170995
887,64.58003122635043
888,77.72233749695368
889,69.34943862301508
890,55.86799779484872
891,55.86799779484872
892,158.10685831464212
893,55.86799779484872
894,103.32884610248958
895,120.74205144498455
896,93.72012114403033
897,119.17679247154224
898,125.68069606173093
899,88.34263458864956
900,95.57333792405552
901,80.00154636389817
902,85.8730767254901
903,124.00745203832511
904,125.83656603532253
905,55.86799779484872
906,92.14197736713234
907,83.05681461177832
908,79.44249221280467
909,79.44249221280467
910,83.9806073191021
911,102.22549892809491
912,141.20706816734798
913,80.22419340878717
914,82.77840547497028
915,79.52602650225674
916,74.30117831208022
917,93.309349945245
918,143.45574094162774
919,48.61283687519973
920,132.93943843250764
921,109.1738612702118
922,108.73437615856544
923,57.9285105967638
924,57.9285105967638
925,82.42647079846898
926,74.32911562338452
927,128.86116607100607
928,93.33258696175963
929,80.30250978869964
930,106.82950583036997
931,74.22280040429635
932,149.3369399280926
933,105.64950839354916
934,104.96384188097396
935,73.08199351069
936,135.87107684392836
937,106.88845661344811
938,74.89525995567928
939,72.10164291113351
940,74.4870538797704
941,144.59341569066805
942,60.86832231494782
943,82.3625410880779
944,102.53564838299086
945,152.10764029471412
946,79.52332973079625
947,115.89758305555837
948,61.887761305413235
949,131.16879653546334
950,91.03748182299051
951,133.5570776753824
952,104.48969147652372
953,119.0442157117661
954,130.17652585329975
955,76.05590056102936
956,66.31561649903126
957,105.64950839354916
958,46.98664370999026
959,46.98664370999026
960,46.98664370999026
961,102.23698430338098
962,46.98664370999026
963,46.98664370999026
964,46.98664370999026
965,46.98664370999026
966,46.98664370999026
967,46.98664370999026
968,46.98664370999026
969,46.98664370999026
970,46.98664370999026
971,46.98664370999026
972,46.98664370999026
973,46.98664370999026
974,46.98664370999026
975,46.98664370999026
976,46.98664370999026
977,46.98664370999026
978,82.51048455395623
979,95.69656185136193
980,86.36107445637063
981,116.07667917454845
982,102.24434435198125
983,108.8537945665594
984,100.29437565165333
985,46.98664370999026
986,95.69656185136193
987,129.01717360095142
988,116.07667917454845
989,116.07667917454845
990,116.07667917454845
991,67.9826713317982
992,100.07881772247974
993,103.50852047704277
994,83.755607818056
995,110.4427556126571
996,121.4005889460052
997,95.02468304653523
998,60.78731308983682
999,81.57443668096485
1000,60.09151027952896
1001,135.4270646345842
1002,81.562909590726
1003,66.69147250165757
1004,64.15602252310467
1005,85.5307824297746
1006,53.603241185610074
1007,70.32465418966285
1008,81.4430802541847
1009,94.9291451566915
1010,62.38343266942284
1011,62.38343266942284
1012,63.0863312522105
1013,83.8606894134602
1014,94.51321598156463
1015,77.64855347663352
1016,65.35558048266894
1017,105.07320897059923
1018,122.09625332690493
1019,122.17726413097378
1020,92.53273859671938
1021,138.73820549083905
1022,71.5362336518845
1023,74.65451568353718
1024,129.9432162214769
1025,50.454418612274566
1026,78.04557889832758
1027,71.45429741845976
1028,78.04557889832758
1029,104.34154009858031
1030,133.50303209931639
1031,78.04557889832758
1032,84.9781635385667
1033,105.11205858937822
1034,78.04557889832758
1035,78.04557889832758
1036,92.13408899242754
1037,116.27321222969172
1038,84.47360819696436
1039,106.57153941532475
1040,89.61025546017026
1041,103.29710627954324
1042,80.90393585018039
1043,78.04557889832758
1044,106.4319768476428
1045,78.13221974286239
1046,78.04557889832758
1047,77.76462366240848
1048,78.13221974286239
1049,83.8499659379286
1050,83.8499659379286
1051,78.13221974286239
1052,76.3311236075053
1053,79.46775511582184
1054,85.03864456916621
1055,85.03864456916621
1056,77.05081149925572
1057,79.46775511582184
1058,77.76462366240848
1059,78.13221974286239
1060,143.22383892452902
1061,79.10953154111282
1062,150.39005751256593
1063,85.03864456916621
1064,77.76462366240848
1065,78.13221974286239
1066,77.76462366240848
1067,131.23349432172617
1068,105.51963571282384
1069,146.96049032802458
1070,101.81564463636896
1071,87.14991599812835
1072,69.09030494605784
1073,78.04557889832758
1074,78.04557889832758
1075,83.8499659379286
1076,78.04557889832758
1077,78.04557889832758
1078,78.04557889832758
1079,31.00917286240017
1080,26.662275082339278
1081,26.662275082339278
1082,26.662275082339278
1083,26.662275082339278
1084,26.662275082339278
1085,26.662275082339278
1086,26.662275082339278
1087,26.662275082339278
1088,26.662275082339278
1089,78.04557889832758
1090,26.662275082339278
1091,26.662275082339278
1092,81.24054280994423
1093,22.316005497571396
1094,22.316005497571396
1095,32.23453076298736
1096,39.474241488508355
1097,39.474241488508355
1098,39.474241488508355
1099,39.474241488508355
1100,26.662275082339278
1101,26.662275082339278
1102,73.28614059775661
1103,73.28614059775661
1104,26.662275082339278
1105,26.662275082339278
1106,31.00917286240017
1107,26.662275082339278
1108,31.00917286240017
1109,78.04557889832758
1110,31.00917286240017
1111,78.04557889832758
1112,78.04557889832758
1113,78.04557889832758
1114,78.04557889832758
1115,78.04557889832758
1116,89.7530145576288
1117,78.04557889832758
1118,78.04557889832758
1119,128.87710339586067
1120,31.00917286240017
1121,31.00917286240017
1122,78.04557889832758
1123,78.04557889832758
1124,31.00917286240017
1125,31.00917286240017
1126,73.59400765820057
1127,78.04557889832758
1128,111.32846665254823
1129,79.76538780539565
1130,85.97163598830056
1131,113.59565458703378
1132,38.61966456399126
1133,38.61966456399126
1134,38.61966456399126
1135,38.61966456399126
1136,38.61966456399126
1137,75.78113719816483
1138,38.61966456399126
1139,104.89100437512951
1140,38.61966456399126
1141,74.85451883219646
1142,67.32820459414793
1143,79.76538780539565
1144,38.61966456399126
1145,38.61966456399126
1146,38.61966456399126
1147,38.61966456399126
1148,38.61966456399126
1149,38.61966456399126
1150,38.61966456399126
1151,38.61966456399126
1152,98.54458310667223
1153,97.48358071992801
1154,54.18474803754408
1155,38.61966456399126
1156,111.07599540315965
1157,38.61966456399126
1158,134.81617887147058
1159,110.17135116925431
1160,86.25265968330899
1161,120.69604672739135
1162,117.74321199329873
1163,114.3690239035424
1164,80.58601349608207
1165,51.55840888824916
1166,116.50594304734575
1167,74.85451883219646
1168,67.32820459414793
1169,83.13100860635072
1170,46.39228200008995
1171,133.52515517280673
1172,107.20841352266571
1173,96.43573787216383
1174,37.338269578433824
1175,123.37990524535323
1176,37.338269578433824
1177,37.338269578433824
1178,37.338269578433824
1179,121.13568769715874
1180,37.338269578433824
1181,129.203762940204
1182,149.04625038341447
1183,147.86859542047148
1184,98.05463270249857
1185,76.11408911291645
1186,64.56472404667468
1187,98.48074847000544
1188,126.56026207596435
1189,56.939720864050514
1190,106.87108546702567
1191,37.338269578433824
1192,37.338269578433824
1193,37.338269578433824
1194,37.338269578433824
1195,37.338269578433824
1196,37.338269578433824
1197,37.338269578433824
1198,37.338269578433824
1199,56.939720864050514
1200,55.01944094662794
1201,95.9227356133483
1202,101.90099289556382
1203,109.0366865003422
1204,37.338269578433824
1205,87.85819376057495
1206,116.81645879812262
1207,89.04325757197883
1208,94.22710658863345
1209,38.61966456399126
1210,83.22674752976071
1211,93.69009738176753
1212,91.36414340467344
1213,90.4797296153137
1214,38.61966456399126
1215,46.39228200008995
1216,160.3334759828428
1217,102.72599591275312
1218,102.72599591275312
1219,38.61966456399126
1220,37.338269578433824
1221,78.02800500952549
1222,129.16841146887367
1223,91.11803878129257
1224,37.338269578433824
1225,37.338269578433824
1226,37.338269578433824
1227,37.338269578433824
1228,87.30066280098644
1229,119.5005600018209
1230,37.338269578433824
1231,116.18717890780789
1232,73.16658950986987
1233,157.33070215011153
1234,90.52033950721946
1235,117.52507503584691
1236,73.16658950986987
1237,73.98455178262236
1238,73.98455178262236
1239,73.98455178262236
1240,73.98455178262236
1241,73.98455178262236
1242,91.67577934035974
1243,66.86830412678799
1244,73.98455178262236
1245,73.98455178262236
1246,73.98455178262236
1247,116.18717890780789
1248,88.40893570158033
1249,140.09702195982322
1250,60.33457447909903
1251,72.18640130574217
1252,80.1267898232184
1253,163.85008834035943
1254,128.79319601243137
1255,157.33070215011153
1256,70.16276198288107
1257,60.33457447909903
1258,73.98455178262236
1259,133.03995611539793
1260,90.9938410917169
1261,118.36674841292735
1262,101.29853971357508
1263,93.51028805899713
1264,75.03073933684483
1265,101.71981398920906
1266,28.99533699226364
1267,115.6914624164418
1268,100.73687731171711
1269,114.54494207980002
1270,165.9784236557866
1271,96.69395955884738
1272,95.959120641433
1273,136.0565628384498
1274,123.69856540557001
1275,117.91201360320775
1276,73.98455178262236
1277,73.98455178262236
1278,70.16276198288107
1279,60.461300976776826
1280,60.461300976776826
1281,60.461300976776826
1282,60.461300976776826
1283,60.461300976776826
1284,60.461300976776826
1285,60.461300976776826
1286,60.461300976776826
1287,60.461300976776826
1288,60.461300976776826
1289,60.461300976776826
1290,60.461300976776826
1291,60.461300976776826
1292,72.15132046026417
1293,105.81449241471114
1294,99.21663827566896
1295,125.80409976416368
1296,89.60378109094889
1297,106.4665982398362
1298,113.02184433955532
1299,126.07667756395541
1300,67.58423861786781
1301,79.6346513090096
1302,60.461300976776826
1303,60.461300976776826
1304,60.461300976776826
1305,60.461300976776826
1306,73.98455178262236
1307,73.98455178262236
1308,73.98455178262236
1309,73.98455178262236
1310,73.98455178262236
1311,73.98455178262236
1312,73.98455178262236
1313,73.98455178262236
1314,73.98455178262236
1315,73.98455178262236
1316,73.98455178262236
1317,73.98455178262236
1318,73.98455178262236
1319,73.98455178262236
1320,73.98455178262236
1321,73.98455178262236
1322,73.98455178262236
1323,73.98455178262236
1324,73.98455178262236
1325,73.98455178262236
1326,76.50918835231656
1327,60.461300976776826
1328,60.461300976776826
1329,60.461300976776826
1330,73.98455178262236
1331,98.47955683491165
1332,60.461300976776826
1333,100.55663207725186
1334,74.97697906297283
1335,74.97697906297283
1336,74.97697906297283
1337,74.97697906297283
1338,74.97697906297283
1339,74.97697906297283
1340,74.97697906297283
1341,74.97697906297283
1342,74.97697906297283
1343,74.97697906297283
1344,74.97697906297283
1345,74.97697906297283
1346,74.97697906297283
1347,74.97697906297283
1348,99.43665032951769
1349,102.21051045188007
1350,114.69337819673707
1351,74.97697906297283
1352,114.7404572768042
1353,56.62887380073212
1354,56.62887380073212
1355,62.19294725987196
1356,62.19294725987196
1357,62.19294725987196
1358,62.19294725987196
1359,62.19294725987196
1360,62.19294725987196
1361,62.19294725987196
1362,62.19294725987196
1363,62.19294725987196
